"word" "RSA" "havg" "hstd"
bake -2 6.68 1.4061
bridegroom -2 6.68 1.4205
desire -4 6.68 1.3619
famous 0 6.68 2.0045
forest -4 6.68 1.5706
fountain 2 6.68 1.2848
goodmorning 3 6.68 1.9213
greater -7 6.68 1.3161
grow -2 6.68 1.2196
heritage -4 6.68 1.3468
landscape -3 6.68 1.1683
liberties -3 6.68 1.7076
living 2 6.68 1.2196
lyrics 0 6.68 1.5576
mercy -1 6.68 1.7664
museum 2 6.68 1.463
novel 1 6.68 1.463
palace -2 6.68 1.6468
pianist 1 6.68 1.4061
potential 1 6.68 1.0774
power -1 6.68 1.4907
privilege -1 6.68 1.6468
proceed -3 6.68 1.2526
promised 0 6.68 1.0774
river -3 6.68 1.3316
scotland -2 6.68 1.4907
shares -4 6.68 1.2196
skating -1 6.68 1.2848
thanx -1 6.68 1.8565
theatre -5 6.68 1.5312
tours -1 6.68 1.5312
well 0 6.68 1.2526
acceptable -6 6.67 1.2143
possibilities 1 6.67 1.4774
accurate -6 6.67 1.0383
candles -3 6.67 1.4923
approve -1 6.66 1.5986
assets -6 6.66 1.6239
aunt 0 6.66 1.5729
career -6 6.66 1.423
charms -2 6.66 1.3793
communicate 1 6.66 1.0224
competent -1 6.66 1.6856
currency -2 6.66 1.5201
dedication -2 6.66 1.3644
dvd -3 6.66 1.4086
eligible 0 6.66 1.2715
fan -1 6.66 1.0422
firefighters -6 6.66 1.423
greet -5 6.66 1.5598
motivation 2 6.66 1.4514
nieces -2 6.66 1.4514
personality 1 6.66 1.5201
powers -2 6.66 1.3188
raises -4 6.66 1.6239
sculpture -1 6.66 1.2554
survivors -3 6.66 1.3342
tea -3 6.66 1.6612
television 0 6.66 1.5858
tour 0 6.66 1.4654
pony 4 6.65 1.4076
rhythm 2 6.65 1.5619
bird -2 6.64 1.5487
care -4 6.64 1.6507
cat -3 6.64 1.977
cook 2 6.64 1.495
corn 0 6.64 1.1563
deposits -2 6.64 1.4107
expert -4 6.64 1.3211
high 2 6.64 1.2081
holy 4 6.64 1.7815
invite 0 6.64 1.4251
leading -1 6.64 1.5086
photographer 0 6.64 1.2898
picture -1 6.64 1.3056
promising 3 6.64 1.1205
recover -5 6.64 1.6258
recovered -7 6.64 1.3211
recovery -4 6.64 1.495
salad -3 6.64 1.7114
shops 1 6.64 1.2415
solutions 3 6.64 1.3815
sparks -2 6.64 1.3056
sport -1 6.64 1.6874
supreme -1 6.64 1.3365
theaters -6 6.64 1.663
tunes -1 6.64 1.3815
unite 1 6.64 1.1911
volunteers -2 6.64 1.4813
simplicity 4 6.62 1.5246
attained -4 6.62 1.3981
cameras -5 6.62 1.2919
chatting -2 6.62 1.2436
crown -1 6.62 1.4693
disney 0 6.62 1.6646
dresses -7 6.62 1.713
heartfelt -5 6.62 1.8832
homes 1 6.62 1.2436
husband -1 6.62 1.7484
immortal 2 6.62 1.6523
invest -2 6.62 1.028
kitty 1 6.62 1.8614
offer -3 6.62 1.028
organized -3 6.62 1.2436
performances -4 6.62 1.3686
perfume -1 6.62 1.6149
pray 0 6.62 1.968
rescue -4 6.62 1.6646
restaurants -7 6.62 1.783
salaries -4 6.62 1.817
sisters -5 6.62 1.689
slept -1 6.62 1.5635
steak -3 6.62 1.9784
stories -3 6.62 1.5894
varieties -5 6.62 1.3076
vision 2 6.62 1.2103
wife -2 6.62 1.8058
youth 3 6.62 1.8832
zoo 1 6.62 1.968
stimulation 3 6.61 1.3512
touching 2 6.61 1.681
furnished -1 6.6 1.2673
suitable -2 6.6 0.893
album 1 6.6 1.1066
amour 1 6.6 1.6162
art -3 6.6 1.4983
beam -2 6.6 1.3702
captain -1 6.6 1.6288
certainty -3 6.6 1.3553
clothing 2 6.6 1.3093
conservation -2 6.6 1.2778
desired -5 6.6 1.5649
dress -5 6.6 1.178
favorited -5 6.6 1.7613
females -3 6.6 1.6903
growth -2 6.6 1.088
helps 1 6.6 1.5649
highly 4 6.6 1.178
ideals -2 6.6 1.6162
lady 0 6.6 1.4569
lime 2 6.6 1.3401
popular 3 6.6 1.2122
proposal 2 6.6 1.7613
protected -5 6.6 1.178
relatives -5 6.6 1.8626
rhymes 0 6.6 1.6537
singers -3 6.6 1.5908
specialty -1 6.6 1.2454
spirit 0 6.6 1.4983
starry -4 6.6 1.666
stroll 0 6.6 1.3997
supported -1 6.6 1.5386
therapeutic -3 6.6 1.5649
unlimited 3 6.6 1.6288
visiting 0 6.6 1.2122
expressions -3 6.6 1.2965
efficiency -2 6.59 1.3681
sleeps -2 6.59 1.4708
vocals -2 6.59 1.4566
impress -1 6.58 1.4708
sympathetic -1 6.58 1.7484
advance -5 6.58 1.3262
advanced -6 6.58 1.0708
arts -4 6.58 1.9388
available -3 6.58 1.0897
baking 0 6.58 1.5661
classic -3 6.58 1.5791
classical -3 6.58 1.401
colour 2 6.58 1.5265
drawing -3 6.58 1.1082
english 1 6.58 1.4859
exhibition 2 6.58 1.4155
expecting -3 6.58 1.2469
fish 0 6.58 1.7507
goodnight 1 6.58 1.2469
invented -2 6.58 1.0319
islands -1 6.58 1.9493
language -2 6.58 1.2137
majesty -1 6.58 1.6914
me 0 6.58 1.4299
preferred -7 6.58 0.9495
radio -1 6.58 1.6047
ready -3 6.58 1.1622
relative -4 6.58 1.2631
sale -2 6.58 1.6424
solve -1 6.58 1.2304
springs -1 6.58 1.2469
student -3 6.58 1.2469
symphony 6 6.58 1.7507
traditions -2 6.58 1.6424
understood -2 6.58 1.1796
upgrade -3 6.58 1.1796
usa -1 6.58 1.8416
saviour -1 6.57 1.5275
skill 3 6.57 1.3385
belonged -2 6.56 1.2532
muscles -1 6.56 1.4053
able -2 6.56 1.248
ahaha -1 6.56 1.728
butter -4 6.56 1.514
circus -2 6.56 1.9604
cosmic 0 6.56 1.445
coupon 4 6.56 1.2316
diploma 3 6.56 1.7398
donations 1 6.56 1.3118
encore -2 6.56 1.402
film 2 6.56 1.58
guidance -2 6.56 1.1278
illustration 2 6.56 1.2316
increase -4 6.56 1.1095
international 1 6.56 1.2643
ipod 2 6.56 1.7515
morning 3 6.56 1.95
natural -1 6.56 1.4868
okay 2 6.56 1.3118
preservation -4 6.56 1.248
progressive -5 6.56 1.3273
protection 0 6.56 1.3273
raised -4 6.56 1.2316
showers -3 6.56 1.0529
tacos -3 6.56 1.4868
teach -3 6.56 1.5539
traveler -6 6.56 1.445
understand -4 6.56 1.7043
universities -2 6.56 1.6801
worldwide -3 6.56 1.2643
privileges -2 6.55 1.7207
accepted -6 6.54 1.4598
adoption 2 6.54 1.4598
asset -5 6.54 1.6189
blanket -1 6.54 1.0919
cats -4 6.54 2.0224
cleaned -3 6.54 1.5147
coin 2 6.54 1.1817
cooked 0 6.54 1.0919
crystal -3 6.54 1.5012
dawn -2 6.54 1.3881
dearly -2 6.54 1.2488
discovery -3 6.54 1.4172
done 0 6.54 1.4316
eager -5 6.54 1.3126
emails 0 6.54 1.1817
exercises -7 6.54 1.2969
found 1 6.54 1.1817
give -2 6.54 1.7286
groovy 0 6.54 1.7637
haven -1 6.54 1.6439
invited -1 6.54 1.2324
iphone 4 6.54 1.854
moral 1 6.54 1.8649
nephew 0 6.54 1.6189
orange -2 6.54 1.8649
overcome -2 6.54 1.6686
pays 0 6.54 1.7404
potato 0 6.54 0.9304
premiere -2 6.54 1.5147
pride -1 6.54 1.7404
receiving -3 6.54 1.2324
recognition 1 6.54 1.1817
reindeer -4 6.54 1.8318
right -1 6.54 1.2651
rising 0 6.54 1.1104
save -4 6.54 1.1643
scholars -2 6.54 1.2969
shelter -3 6.54 1.3126
solar -1 6.54 1.4172
spontaneous 1 6.54 1.3584
tasting -3 6.54 1.1466
ultimate 0 6.54 1.2324
visit -1 6.54 1.1988
advantages -8 6.53 1.3709
sailed -2 6.53 1.5289
feather -5 6.52 1.3207
ambitious 1 6.52 1.2493
baker -3 6.52 1.4177
brain -1 6.52 1.5285
champ 1 6.52 1.8653
communication 5 6.52 1.7984
compensation 2 6.52 1.6932
ease -4 6.52 1.5939
ethics -2 6.52 1.3589
extra -5 6.52 1.4032
fries -3 6.52 1.3738
growing -1 6.52 0.9947
guest -3 6.52 1.5016
incredibly 0 6.52 1.313
initiative 0 6.52 1.1993
jesus -1 6.52 1.9298
lips 2 6.52 1.2656
literature -4 6.52 1.7984
nights 0 6.52 1.5151
phenomenon 6 6.52 1.1822
planet 0 6.52 1.555
poem 2 6.52 1.581
poet 0 6.52 1.0736
prefer -4 6.52 1.0349
read -4 6.52 1.581
sang -2 6.52 1.313
soup 2 6.52 1.6689
surf -2 6.52 1.3738
swimming 2 6.52 1.2162
videos -2 6.52 1.581
wings -1 6.52 1.2816
world -1 6.52 1.6567
amore -1 6.51 1.7335
bounce 0 6.51 1.5017
cultures -2 6.51 1.6724
eden -2 6.51 1.5562
interaction -1 6.51 1.2268
mercedes -6 6.51 1.9485
velvet -4 6.51 1.2603
balanced -4 6.51 1.4384
agriculture -3 6.5 1.2976
allies 0 6.5 1.2495
americans -3 6.5 1.6933
bells -1 6.5 1.185
chips 1 6.5 1.3887
contribute -2 6.5 1.359
couples 1 6.5 1.1995
cousins 1 6.5 1.4321
deals -3 6.5 1.5811
determined -4 6.5 1.5286
eaten -3 6.5 1.2164
fame -2 6.5 1.7409
gives -3 6.5 1.2817
hire 0 6.5 1.3439
innocence 1 6.5 1.7291
ipad 0 6.5 1.8098
leadership -2 6.5 1.594
legend -2 6.5 1.4321
lounge 2 6.5 1.3439
mature -2 6.5 1.2657
newest -4 6.5 1.5551
newly 1 6.5 1.2495
performing 0 6.5 1.3132
receive -5 6.5 1.1112
recipe -2 6.5 1.4463
roast -3 6.5 1.4463
starting -4 6.5 1.0546
stunning 2 6.5 2.1783
tales -3 6.5 1.594
elder -3 6.49 1.309
grows -3 6.49 1.3559
herb -2 6.49 1.7093
illustrations 1 6.49 1.4012
rays -2 6.49 1.416
relevant -4 6.49 1.0433
sanity 0 6.49 1.3712
acoustic -2 6.48 1.4462
always -2 6.48 1.2493
answers -5 6.48 1.1471
bible -1 6.48 1.9403
boost -1 6.48 1.2329
clap 0 6.48 1.6567
dining 2 6.48 1.7524
electronics -3 6.48 1.1993
exclusive -3 6.48 1.4602
gathering -3 6.48 1.2329
hehe 0 6.48 1.6932
humble 2 6.48 1.2974
information 3 6.48 1.0544
italian 1 6.48 1.6318
library -1 6.48 1.764
mate -2 6.48 1.7756
modern 0 6.48 1.1822
offers -4 6.48 1.555
paperbacks -4 6.48 1.8097
perform -1 6.48 1.2329
poems 1 6.48 1.568
potatoes -2 6.48 1.1471
prayer -2 6.48 2.2061
pumpkin 7 6.48 1.7407
restored -6 6.48 1.2162
rights -2 6.48 1.555
scholar -1 6.48 1.1292
screenplay -2 6.48 1.2329
shopper 1 6.48 1.4462
sings -1 6.48 1.787
soft -2 6.48 1.2162
starbucks -5 6.48 1.6932
story -1 6.48 1.3438
supporting 2 6.48 0.9739
video -1 6.48 1.111
instrumental 0 6.48 1.0104
backyard -4 6.47 1.6721
drums -1 6.47 1.5825
virtue -2 6.47 1.769
activities -4 6.46 1.2157
athletic -2 6.46 1.5147
clothes -1 6.46 1.2324
cultivated -4 6.46 1.3584
forever -5 6.46 1.4598
goods -1 6.46 1.1466
grass -5 6.46 1.3881
higher 0 6.46 1.2157
literary -2 6.46 1.3584
london 4 6.46 1.6315
memory 2 6.46 1.2811
mint 2 6.46 1.3126
nephews -1 6.46 1.7867
prime 1 6.46 1.2811
prospect -2 6.46 1.5012
reception -1 6.46 1.1287
recommended -3 6.46 1.0343
research -6 6.46 1.0919
resource -4 6.46 1.5147
resources -5 6.46 1.1466
riverside -5 6.46 1.7049
rocking 1 6.46 1.4737
scored -4 6.46 1.6439
talking 1 6.46 1.2324
believer -4 6.46 1.5431
functioning 3 6.46 1.237
poets -1 6.46 1.6497
boats -3 6.45 1.2427
remedy -2 6.45 1.5419
tender -4 6.45 1.7207
aaah -2 6.44 1.6922
beatles -5 6.44 2.3313
chance -2 6.44 1.4165
coast -3 6.44 1.3874
draw -4 6.44 1.402
earth -3 6.44 1.8201
eats -4 6.44 1.6433
effectively -5 6.44 1.6056
familiar 0 6.44 1.2643
fast -4 6.44 1.2316
forgive -3 6.44 1.2803
gained -2 6.44 1.5928
graphics -2 6.44 1.248
improve 1 6.44 1.5005
increases -5 6.44 1.6056
infinite 2 6.44 1.5005
languages -3 6.44 1.3577
likely 4 6.44 1.2149
nap 1 6.44 1.9183
philosophy 8 6.44 1.3118
phone 3 6.44 1.4309
prince 0 6.44 1.3426
princes -1 6.44 1.5928
professional 0 6.44 1.1634
revival -3 6.44 1.0333
rice -2 6.44 1.6801
rides -3 6.44 1.3426
satisfactory -6 6.44 1.6056
scientific -2 6.44 1.5274
scoring -1 6.44 1.248
sis -1 6.44 1.3118
soccer -4 6.44 1.5407
supermarkets -4 6.44 1.445
support 1 6.44 1.4309
teachers -6 6.44 1.2961
teaching -2 6.44 1.198
wage -4 6.44 1.2961
whale -1 6.44 1.567
wink 2 6.44 1.1457
wit -1 6.44 1.514
accept -4 6.42 1.0708
assist -4 6.42 1.295
band -2 6.42 1.553
chat -2 6.42 1.1796
composer 0 6.42 1.401
contribution 2 6.42 1.4859
cousin 2 6.42 1.1265
curves -4 6.42 1.2304
dates -5 6.42 1.295
delivered -5 6.42 1.1968
environmental 1 6.42 1.401
evening -1 6.42 1.2137
feed -4 6.42 1.1968
fest -4 6.42 1.4441
gaming 0 6.42 1.8745
india 1 6.42 1.9804
interests -5 6.42 1.7738
jazz -2 6.42 1.4581
novelist 0 6.42 1.7272
panties -1 6.42 1.9388
partnership -1 6.42 1.4441
portrait -2 6.42 1.3716
remember -4 6.42 1.4859
residence -5 6.42 1.2631
shore -1 6.42 1.6174
simply 4 6.42 1.3566
stream -4 6.42 1.4995
traveled -6 6.42 1.3864
wine 0 6.42 2.1198
wondered -4 6.42 1.2792
farming -1 6.42 1.5275
hats -2 6.41 1.3216
hearted -5 6.41 1.3832
actress -7 6.4 1.7261
adopt -1 6.4 1.4708
altogether -4 6.4 1.3702
architecture -6 6.4 1.4708
australia -3 6.4 1.5908
baked -3 6.4 1.8844
buying 2 6.4 1.2936
ceremony 0 6.4 1.5649
charity -1 6.4 1.906
chicken 1 6.4 1.6288
chorus 0 6.4 1.2617
consciousness -1 6.4 1.4846
cultivation 1 6.4 1.1952
dating -2 6.4 1.4846
deserve -7 6.4 1.3553
destination -1 6.4 1.4286
documentary -1 6.4 1.178
drawings -4 6.4 1.5119
educational -1 6.4 1.4846
electronic -2 6.4 1.3248
equally 1 6.4 1.5518
europe 0 6.4 1.7613
floating 0 6.4 1.6162
futures -3 6.4 1.4286
gain 0 6.4 1.5386
generations -3 6.4 1.3553
gmail 1 6.4 1.5908
hills 3 6.4 1.4142
increasing -2 6.4 1.2936
kidding 1 6.4 1.3702
launch 2 6.4 1.2936
light 1 6.4 1.5119
mountain 4 6.4 1.7143
participate -3 6.4 1.2617
pics 0 6.4 1.3553
playin 4 6.4 1.807
poetry 0 6.4 1.906
possibility 3 6.4 1.2454
provide -1 6.4 1.088
resolved -4 6.4 1.4708
shores -2 6.4 1.6162
studies -3 6.4 1.3702
summer 0 6.4 2.3905
tennis 0 6.4 1.4142
touch 1 6.4 1.2778
touched -1 6.4 1.2289
tradition -1 6.4 1.6162
twins -1 6.4 1.6537
visits -2 6.4 1.2936
wages -5 6.4 1.3401
waves -5 6.4 1.3997
willing 3 6.4 1.0302
younger 1 6.4 1.4983
exercised -7 6.39 1.5848
enabled -3 6.39 1.3817
greeks -4 6.39 1.2216
purely 2 6.39 1.4835
seeds -5 6.39 1.4974
sixteen -3 6.39 1.4835
softly 0 6.39 1.525
cradle -4 6.38 1.6091
americas -4 6.38 1.0859
arose -3 6.38 1.2103
bigger -4 6.38 1.3981
boyfriend -1 6.38 1.7248
breath -4 6.38 1.5765
committed -1 6.38 1.4126
contributing 0 6.38 1.4831
craft -5 6.38 1.5765
designers -5 6.38 1.4831
development -1 6.38 1.4968
distinction 1 6.38 1.2436
faster -6 6.38 1.3536
functional 2 6.38 1.1229
giveaway -4 6.38 1.783
increased -5 6.38 1.4693
lamb 0 6.38 1.2599
leader -4 6.38 1.3384
lottery -1 6.38 2.1275
maximum 3 6.38 1.5238
meet -2 6.38 1.2599
neighborhood 2 6.38 1.2919
ownership 1 6.38 1.4126
painter -1 6.38 1.0476
played 0 6.38 1.427
preserve -6 6.38 1.4968
purchased -3 6.38 1.2271
queens -2 6.38 1.6646
reasonable -4 6.38 0.8303
revenues -4 6.38 1.4968
rocket -2 6.38 1.7366
sails -1 6.38 1.3834
saves -5 6.38 1.5238
score -3 6.38 1.0859
seeing -2 6.38 1.3076
silver -2 6.38 1.9048
skills 2 6.38 1.5504
sung 0 6.38 1.2436
tasted -6 6.38 1.3231
tastes -6 6.38 1.76
thinks 2 6.38 1.2271
thought 1 6.38 1.3384
touches -1 6.38 1.2599
we -2 6.38 1.3076
agricultural -2 6.38 1.4468
belle -1 6.37 1.537
explore -1 6.37 1.3338
sketch -2 6.37 1.5233
voluntary 1 6.37 1.2365
acquire -3 6.36 1.3211
april 1 6.36 1.5221
architect -5 6.36 1.1386
broadway -4 6.36 1.3516
calm 0 6.36 1.6005
climbed -1 6.36 1.3962
colleagues -2 6.36 1.5748
curious 1 6.36 1.2739
definite -2 6.36 1.4675
democracy -3 6.36 1.7233
deposit -1 6.36 1.4813
developed -3 6.36 1.4813
distinguished -1 6.36 1.4251
dressed -7 6.36 1.1205
drink 1 6.36 1.77
employment 4 6.36 1.7815
farms -3 6.36 1.5086
fashion 1 6.36 1.8043
gravy -3 6.36 1.7815
guiding 1 6.36 1.1021
imagined 0 6.36 1.495
innocent 2 6.36 1.3815
instantly 1 6.36 1.0645
interest -4 6.36 1.5354
justified -1 6.36 1.2081
logical 1 6.36 1.3962
mail 2 6.36 1.6874
maintained 0 6.36 1.4394
mario 1 6.36 1.4394
mobile 2 6.36 1.2081
obtained -2 6.36 1.2081
original 2 6.36 1.4394
patience -2 6.36 1.663
performed -3 6.36 1.4675
please -2 6.36 1.6753
prayed -2 6.36 1.663
rain 0 6.36 1.9141
rational 0 6.36 1.4107
relation 0 6.36 1.1563
rings -1 6.36 1.6995
rise -2 6.36 1.5618
rudolph 3 6.36 1.6132
teacher -5 6.36 1.5354
technologies 0 6.36 1.6874
value -1 6.36 1.2415
vegas -5 6.36 1.793
volunteer -1 6.36 1.3815
wifi 0 6.36 1.5221
revealed -6 6.35 1.5087
branches -4 6.35 1.1998
existed -5 6.35 1.4369
spotlight 1 6.35 1.3401
bread -5 6.34 1.7567
castle -4 6.34 1.7096
cheddar -5 6.34 1.7096
clouds 0 6.34 1.9755
clubs -1 6.34 1.4654
colleges -2 6.34 1.2715
completely 2 6.34 1.3032
connected -3 6.34 0.9817
december -6 6.34 1.8473
dew -3 6.34 1.4086
employ 4 6.34 1.423
exists -4 6.34 1.3494
expedition 0 6.34 1.2224
experience -4 6.34 1.2056
farmers -5 6.34 1.1886
firefox -3 6.34 1.2715
football 0 6.34 2.0062
grant -3 6.34 1.7215
hiring 2 6.34 1.8026
hollywood 5 6.34 1.7215
house 1 6.34 1.6239
illustrated -3 6.34 1.0806
images -2 6.34 1.2224
jeans -1 6.34 1.891
largest -5 6.34 1.3793
linguistic 2 6.34 1.394
lord 0 6.34 1.8251
purchase -2 6.34 1.0224
received -6 6.34 1.1537
released -6 6.34 1.5201
saint -1 6.34 1.8026
scientists -4 6.34 1.4654
september -5 6.34 1.4086
soon 2 6.34 0.8947
soul 2 6.34 1.6734
soundtrack -2 6.34 1.7096
studio 0 6.34 1.3644
tickets -3 6.34 1.2554
wave -4 6.34 1.1537
continuity 4 6.33 1.6252
equilibrium 3 6.33 1.5192
activity -2 6.32 0.9988
agreement -5 6.32 1.2196
amor 0 6.32 1.6591
arrival -3 6.32 1.0774
arrive -4 6.32 0.8437
asian -1 6.32 1.4907
bbq -3 6.32 1.5576
bedtime -3 6.32 1.5964
berry -3 6.32 1.3768
brunch 0 6.32 1.2848
commitment 2 6.32 1.4348
date -4 6.32 1.6092
deal -2 6.32 1.0774
democratic -4 6.32 1.6591
design -2 6.32 1.1328
designer -4 6.32 1.6343
devotion 0 6.32 2.0941
experiences -5 6.32 1.0774
fly 1 6.32 1.3005
foxy 0 6.32 1.9424
france -4 6.32 1.3768
handy 1 6.32 1.1683
importance 0 6.32 1.1328
important 1 6.32 1.3316
jamaica -1 6.32 1.7076
jobs 0 6.32 1.7431
june 2 6.32 1.3915
kin 3 6.32 1.5043
lights 0 6.32 1.4061
mornings 2 6.32 2.2264
newspaper -3 6.32 1.3468
offering -2 6.32 1.6468
organic -1 6.32 1.6343
parade -4 6.32 1.9319
pink 4 6.32 1.2027
published 1 6.32 1.3161
reader -6 6.32 1.1856
remembered -6 6.32 1.7893
resolve -3 6.32 1.1683
ring 0 6.32 1.6835
rofl 0 6.32 1.8344
selected -6 6.32 1.1683
snow 0 6.32 2.1801
streams -5 6.32 1.5312
sufficient -2 6.32 1.2526
sufficiently 0 6.32 1.2196
sure -2 6.32 1.4907
universal -1 6.32 1.4907
unlocked 2 6.32 1.3768
visitors -2 6.32 1.6956
waters -6 6.32 1.1507
worship 1 6.32 1.4769
writers -5 6.32 1.2688
assembled -5 6.31 1.3862
chickens 0 6.31 1.4166
wheat -3 6.31 1.3862
connections 1 6.31 1.2111
scent -3 6.31 1.2451
volumes 1 6.31 1.2943
whistle -1 6.31 1.4024
absolutely 0 6.3 1.4178
atmosphere -2 6.3 1.1995
belongs -1 6.3 1.1473
bought 0 6.3 1.233
chess -3 6.3 1.5682
christian -1 6.3 1.6444
clear -3 6.3 1.1294
clearer -5 6.3 1.5419
commonwealth 2 6.3 1.3132
conversations -3 6.3 1.0546
designed -4 6.3 0.953
downloaded -2 6.3 1.4604
earrings -4 6.3 1.5682
engineer -2 6.3 1.1824
epic 0 6.3 1.1824
exercise -6 6.3 1.6444
expansion 1 6.3 1.488
feeding -3 6.3 1.3132
flowing 1 6.3 1.374
headphones 0 6.3 1.1824
indians 1 6.3 1.6933
joined 2 6.3 1.0926
lipstick 2 6.3 1.5286
metropolitan 2 6.3 1.6812
mine 2 6.3 1.359
myself 0 6.3 1.669
paint 1 6.3 1.0738
painted -1 6.3 0.9949
plane 1 6.3 1.632
produced -2 6.3 1.1995
protecting -2 6.3 1.6067
reasoning -1 6.3 1.2495
relations -1 6.3 1.6067
salvation -1 6.3 1.9193
sciences -4 6.3 1.3286
sense -3 6.3 1.0351
software -6 6.3 1.4321
suite -1 6.3 1.5017
surplus 1 6.3 1.4178
swing -1 6.3 1.2657
visited -3 6.3 1.4178
cheeks -2 6.29 1.5293
observation -3 6.29 1.3202
calcium 1 6.29 1.3844
conceived -3 6.29 1.6202
rum 1 6.29 2.0917
amigo 1 6.28 1.8956
babes -5 6.28 1.7501
begin -1 6.28 1.1256
breathe -5 6.28 1.5258
buy 1 6.28 1.3559
community 5 6.28 1.3856
cooler 0 6.28 1.3099
country 1 6.28 1.7148
disco -1 6.28 1.7148
emerging -2 6.28 0.9697
england -1 6.28 1.5258
experts -5 6.28 1.4434
fairly 0 6.28 1.1613
fix -1 6.28 1.5258
founded -1 6.28 1.2461
globe -1 6.28 1.4291
honorary 2 6.28 1.4988
hoped 1 6.28 1.1073
introduced -2 6.28 1.3559
lead -2 6.28 1.4574
listening 1 6.28 1.4434
lots 0 6.28 1.4291
market -2 6.28 1.6041
monkey 4 6.28 1.7148
olympic 5 6.28 1.5654
pioneer 1 6.28 1.5258
plaza -1 6.28 1.0309
professionals -1 6.28 1.4003
reflect -5 6.28 1.0887
remembering -3 6.28 1.2623
reputation 0 6.28 1.3708
sentimental -1 6.28 1.6665
skype 1 6.28 1.4574
students -4 6.28 1.8299
sweden -4 6.28 1.5124
technological 1 6.28 1.4003
themes -2 6.28 1.2461
thinking 4 6.28 1.2943
tips 0 6.28 1.5784
vehicles -2 6.28 1.4988
village -1 6.28 1.1256
virginia 0 6.28 1.4291
website -5 6.28 1.1613
white -1 6.28 1.5391
wines -1 6.28 2.3737
reasonably -2 6.27 1.3643
uptown 2 6.27 1.1982
aims 0 6.27 1.2209
observe -5 6.27 1.3659
regards -7 6.27 1.335
allows 0 6.26 1.192
appropriate -1 6.26 1.2423
australian -2 6.26 1.2257
blackberry -4 6.26 1.6389
breathing -3 6.26 1.2257
camp 0 6.26 1.5361
cars -4 6.26 1.688
considerable -4 6.26 1.0264
costume -1 6.26 1.7591
degree -6 6.26 1.5884
develop -1 6.26 1.0461
egypt -1 6.26 1.1572
events -4 6.26 1.4682
flag -2 6.26 1.3063
gave -4 6.26 1.2906
gods -2 6.26 1.9146
hotels 0 6.26 1.482
human 3 6.26 1.6389
indian 2 6.26 1.7706
leap 0 6.26 1.2906
lifetime 0 6.26 1.6264
magnetic -2 6.26 1.2906
mirror 0 6.26 1.1031
mmmm 4 6.26 1.5624
occasion 0 6.26 1.1747
produce -1 6.26 1.1214
prominent 3 6.26 1.1031
promises 0 6.26 1.5493
proved -2 6.26 1.9358
raising -1 6.26 1.2257
school 2 6.26 1.8824
shirt -1 6.26 1.3372
spark -1 6.26 1.6637
surely 0 6.26 1.2586
team -2 6.26 1.4259
travelers -7 6.26 1.5624
upcoming 4 6.26 1.0264
us 0 6.26 1.7591
valley 0 6.26 1.1572
vintage -3 6.26 1.3372
proteins 0 6.25 1.28
almighty 2 6.24 2.0466
horizon 3 6.24 1.3155
insight 1 6.24 1.5749
ooooh 5 6.24 1.9422
poetic 0 6.24 1.7973
spirits -1 6.24 1.7973
aboard -4 6.24 1.3786
acknowledge -3 6.24 1.318
actors -4 6.24 1.2048
advances -6 6.24 1.3486
aid -1 6.24 1.3637
answer -4 6.24 1.5722
athletes -4 6.24 1.3786
bowling 1 6.24 1.5059
boy 1 6.24 1.2867
built 1 6.24 1.1877
choice 0 6.24 1.318
constitution 2 6.24 1.3486
conversation -2 6.24 1.4507
cowboy 0 6.24 1.4078
day -1 6.24 1.3637
deliver -3 6.24 1.0214
developments -2 6.24 1.0984
distinctive -3 6.24 1.3024
dvds -4 6.24 1.4507
edison 0 6.24 1.135
eighteen -2 6.24 1.4647
enterprise -4 6.24 1.2382
eyes -2 6.24 1.0984
flying 2 6.24 1.6483
grad -4 6.24 1.2867
grammy 0 6.24 1.3786
grill 1 6.24 1.6971
halloween 1 6.24 2.0057
holland 3 6.24 1.3024
jelly 3 6.24 1.318
jingle 2 6.24 1.7792
legitimate -2 6.24 1.6107
making 2 6.24 1.1877
more 0 6.24 0.9596
options 3 6.24 0.9381
possible 0 6.24 1.598
practical -3 6.24 1.2867
proceeds -4 6.24 1.1168
proposed 0 6.24 1.6971
provides -2 6.24 1.4647
queen -1 6.24 1.7907
revolutionary 1 6.24 1.8578
rises -3 6.24 1.2545
samsung -1 6.24 1.2048
self -2 6.24 1.2382
show 0 6.24 1.4923
sooner 0 6.24 1.3933
speed -3 6.24 1.4786
strategy -6 6.24 1.2382
tale -2 6.24 1.135
tip 1 6.24 1.0412
updating 0 6.24 1.0606
vip 1 6.24 1.4507
websites -6 6.24 1.4923
worlds -2 6.24 1.5592
writing -1 6.24 1.6483
xbox -2 6.24 1.7445
you 3 6.24 1.546
yours 1 6.24 1.3786
yourself 0 6.24 1.5059
collective -2 6.23 1.3707
embrace -5 6.22 1.8959
produces -2 6.22 1.3427
meanings 0 6.22 1.3295
accompanied -1 6.22 1.1119
advice -4 6.22 1.5022
all 1 6.22 1.4039
answered -6 6.22 1.3445
architectural -5 6.22 1.1301
asia -2 6.22 1.9513
authors -1 6.22 1.6817
avid -2 6.22 1.148
batman -2 6.22 1.5945
big -1 6.22 1.5022
breast -6 6.22 1.4469
bro -1 6.22 1.2982
build 1 6.22 1.0746
